text,label
పాజిటివ్‌గానే ఉన్నా గత రెండు రోజులుగా ఆల్‌టైమ్‌ గరిష్ఠ స్థాయిల్లో కన్సాలిడేషన్‌ ధోరణి కనబరుస్తోంది. శుక్రవారం స్థాయిలివే...నిరోధం: 10130	మద్దతు: 10060ఇంట్రాడే మద్దతు స్థాయి,1
ముఖ్యఅతిథిగా పాల్గొన్నారు. ‘మహిళల స్థితిగతులు-నిర్ణయాత్మక శక్తి’ అనే అంశంపై మాట్లాడారు. ‘‘మహిళల సాధికారత పురుషుల బాధ్యత. టాటూలు వేయించుకోవడం నేటి యువతలో కనిపిస్తున్న నయా ఫ్యాషన్‌ ట్రెండ్‌. టాటూలు గోళ్లపై సైతం దర్శనమిస్తున్నాయి. కానీ... టాటూలు వేయించుకునేటప్పుడు ప్రతి ఒక్కరూ తప్పనిసరిగా,1
కొరియా హానరరీ కాన్సుల్‌ జనరల్‌గా ఫినిక్స్‌ గ్రూప్‌ చైర్మన్‌,1
ఏడాది వేడుకలు అదుర్స్ అనిపించాయి. ఇటు దేశవ్యాప్తంగా ప్రజలు నూతన సంవత్సరానికి ఘనస్వాగతం పలికారు. మిరిమిట్లు గొలిపే సెలబ్రేషన్స్‌తో మెట్రో నగరాలు అదిరిపోయాయి.,1
కోవిడ్-19 వ్యాక్సిన్ వల్ల ఒంట్లో అయస్కాంత శక్తు వస్తుంది.,0
భారత్-ఆస్ట్రేలియా టెస్ట్‌ సిరీస్‌ కోసం కామెంటేటర్‌గా వచ్చిన ఆసీస్‌ మాజీ క్రికెటర్‌ మై కేల్‌ క్లార్క్‌.. బెంగళూరు వీధుల్లో ఆటోనడిపి సరదా తీర్చుకున్నా డు. ‘టుక్‌ టుక్‌ (విదేశీయులు ఆటోను,1
మాడ్రిడ్‌: ఆరు అంగుళాల మానవ అస్థిపంజరం శాస్త్రవేత్తలను షాక్‌కు గురిచేస్తోంది. చీలీలోని అటకామా ఎడారిలో 2013లో ఈ అస్థిపంజరం ఆస్కార్‌ మునోజ్‌ అనే వ్యక్తికి దొరికింది. <DOC>,1
ఒక సామాన్య కార్యకర్తగా ఉన్నప్పుడు మోదీ పార్టీ కార్యాలయం ఊడుస్తున్న ఫోటో.,0
ఇండియా గేటు పై 95^300 మంది స్వాతంత్ర సమర యోధుల పేర్లు రాసి ఉంటే^ వాటిలో 61^945 ముస్లింల పేర్లు కలిగి ఉన్నాయి.,0
statement,0
మోదీ సర్కార్ బడ్జెట్‌ను అనుకున్న సమయానికి ప్రవేశపెట్టింది.'ఫిదా' సుందరి డాన్స్ షో నుంచి ఎలిమినేట్ అయిందట..!,1
తెలంగాణ రాష్ట్రంలో పాఠశాలలను ప్రారంభించవద్దని ఆదేశిస్తూ తెలంగాణ హై కోర్టు^ రాష్ట్ర ప్రభుత్వానికి మధ్యంతర ఉత్తర్వులు జారీ చేసింది.,0
వైద్య విధానంలో భారత్ ప్రపంచంలో 15వ స్థానంలో ఉంది.,0
శ్రీలంక బోర్డు ప్రెసిడెంట్స్‌ లెవెన్‌తో రెండు రోజుల మ్యాచ్‌లో కెప్టెన్‌ కోహ్లీ (53) సహా భారత టాప్‌ బ్యాట్స్‌మెన్‌కు మంచి బ్యాటింగ్‌ ప్రాక్టీస్‌ లభించింది. డ్రాగా ముగిసిన ఈ మ్యాచ్‌ లో భారత్‌ తొలి ఇన్నింగ్స్‌ను 9 వికెట్లకు 312 పరుగుల వద్ద డిక్లేర్‌ చేసింది.స్థిరాస్తి రూపంలో ఉన్న వ్యక్తుల సంపద వచ్చే ఐదేళ్లలో రూ.121 లక్షల కోట్లకు చేరుకోవచ్చని కార్వీ వెల్త్‌ ఇండియా రిపోర్టు అంచనా వేసింది. గడిచిన ఆర్థిక సంవత్సరంలో (2016-17) రియల్‌,1
కర్ణాటకలో రోడ్డు విస్తరణలో భాగంగా ఒక మసీదును కుల్చివేస్తుండగా అందులో నుండి శివాలయం బయటపడింది.,0
పిలిచి సమగ్రంగా దర్యాప్తు చేయనున్నట్టు కేంద్ర ప్రత్యక్ష పన్నుల బోర్డు (సిబిడిటి) వెల్లడించింది.,1
మధ్యప్రదేశ్ ఇండోర్ నగరంలో దేశంలోనే 2వ అతి పెద్ద కోవిడ్ సంరక్షణ కేంద్రాన్ని RSS నిర్మించింది.,0
గంటల సమయం పడుతుందన్నారు. నేటి శ్రీవారి హుండీ ఆదాయం రూ.3 కోట్లు వచ్చినట్లు అధికారులు చెప్పారు.,1
పశ్చిమ బెంగాల్ ముఖ్యమంత్రి మమతా బెనర్జీ ఆఫీసులో ఆంధ్రప్రదేశ్ ముఖ్యమంత్రి వై.యస్. జగన్ ఫోటో ఉన్న దృశ్యాలు.,0
శవాలతో రద్దీగా ఉన్న స్మశాన వాటిక వీడియో నాసిక్^ మహారాష్ట్ర కు చెందింది.,0
ఇటీవల ఉపఎన్నిక జరిగిన అసెంబ్లీ స్థానాలలో 6 NDA సిట్టింగ్ స్థానాలు కాగా^ ఇప్పుడు NDA 15 (+9) స్థానాలు గెలుచుకుంది; అదేవిధంగా UPA 11 సిట్టింగ్ స్థానాల నుండి 8 (-3)కి పడిపోయింది.,0
పెంచాల్సి వస్తోందని కంపెనీ తెలిపింది. మోడల్‌ను బట్టి ధరల్లో పెరుగుదల ఆధారపడి ఉంటుందని కంపెనీ పేర్కొంది. అనేక బహిర్గత ఆర్థిక అంశాలతోపాటు అంతర్జాతీయ మార్కెట్లో,1
సౌదీ అరేబియా ప్రభుత్వం ఫ్రాన్స్ వస్తువులను ఎడారిలో విసిరేస్తున్న వీడియో.ఫాక్ట్ (నిజం): పోస్టులో షేర్ చేసిన ఆ వీడియో పాతది. వీడియోలో కనిపిస్తున్న ట్రక్కుల నుంచి విసేరేస్తున్నది నిల్వ చేసిన చికెన్ కార్టన్లు^ ఫ్రాన్స్ దేశంలో తయారయిన వస్తువులు కాదు. 2016 లో కుళ్ళిపోయి ఉన్న 8 లక్షల చికెన్ కార్టన్లని అల్-ఖాసిం మునిసిపల్ కార్పొరేషన్ ఎడారిలో విసిరేస్తున్న దృశ్యం ఇది. ఈ వీడియోకి^ ఇటివల ఫ్రాన్స్ దేశానికి వ్యతిరేకంగా ముస్లిం దేశాలు చేస్తున్న నిరసనలకి ఎటువంటి సంబంధం లేదు. కావున^ పోస్టులో చేస్తున్న క్లెయిమ్ తప్పు.,0
కేంద్ర ప్రభుత్వం కొత్త వ్యవసాయ చట్టాలు తీసుకురావడానికి సంవత్సరం ముందు అదాని గ్రూప్ చాలా వ్యవసాయ ఆధారిత కంపెనీలు రిజిస్టర్ చేయించింది. ఫాక్ట్(నిజం): కార్పొరేట్ వ్యవహారాల మంత్రిత్వ శాఖలో అందుబాటులో ఉన్న సమాచారం ప్రకారం పోస్టులో చెప్తున్న ఏ ఒక్క కంపెనీ కూడా 2019లో స్థాపించబడలేదు. ఈ కంపెనీలన్నీ 2019 కన్నా ముందే స్థాపించబడ్డాయి. ఒక వ్యక్తి అదాని గ్రూప్ కి చెందిన పలు వ్యవసాయ ఆధారిత కంపెనీలు లలో డైరెక్టర్ గా నియామకమైన తేదీల వివరాలను అదాని వ్యవసాయ ఆధారిత కంపెనీలు స్థాపించిన తేదీలుగా తప్పుగా ప్రచారం చేస్తున్నారు. కావున పోస్టు ద్వారా చెప్పేది తప్పుదోవ పట్టించే విధంగా ఉంది.,0
3500 కార్లను ఏం చేశారంటే..,1
ఉత్తరప్రదేశ్ లోని సోన్‌భద్రలో 3500 టన్నుల బంగారం లభ్యం.,0
దాడి నేపథ్యంలో గైక్వాడ్‌ను తమ విమానాల్లో ప్రయాణించనివ్వబోమని ప్రకటించిన సంస్థలు... అతడిపై డేగ కన్ను వేశాయి. ఎలాగైనా ప్రయాణించాలని వారం రోజుల్లో (మార్చి 24 నుంచి 30,1
గూగుల్ లో ఉన్న రెసిపీ ఫోటోని షేర్ చేసి తను తయారు చేసిన వంటగా కంగనా రనౌత్ ట్వీట్ చేసింది.,0
మోడీ సత్తాని తెలుపుతూ జపాన్ దేశం వారు తీసిన వీడియో.,0
మిడతలను తినటానికి హైదరబాద్ లో పావురాలను వదులుతున్న వీడియో.,0
పసితనపు అల్లరిలోని ఆనందమే వేరు. అంతేకాదు ఎదిగేకొద్దీ పిల్లలు ఆటలు ఎంత ఆడితే అంత అరోగ్యంగా ఉంటారు. వారి బుద్ధి చురుగ్గా పనిచేస్తుంది. అయితే ఈ ఆటపాటలు నేటి తరం,1
హోటల్ నిర్వహిస్తున్నాడు. రామూ ఉదారతకు మెచ్చినవారంతా ఇతన్ని‘రాము తాతా’ అని పిలుస్తుంటారు. రాము తన 14 సంవత్సరాల వయసులో ఇంటి నుంచి పారిపోయి వచ్చి,1
27 నాణ్యత లేనట్లుగా రిపోర్టులు వచ్చాయని మిర్చియార్డు చైర్మన మన్నవ సుబ్బారావు తెలిపారు. శనివారం ఉదయం యార్డు ఆవరణలోని తన కార్యాలయంలో ఏర్పాటు చేసిన మీడియా,1
విస్తరణ బాటలో అలయన్స్‌ ఎయిర్‌,1
‘యోగీ ప్రభుత్వానికి చెడ్డపేరు తీసుకొచ్చే కుట్రతో గంగా తీరంలో పాతిపెట్టిన శవాలను తవ్వితీసి గంగానది లో వదిలేసిన నవీద్ అలాం అనే వ్యక్తిని అరెస్ట్ చేసిన పోలీసులు’,0
అమెరికా కొత్త అధ్యక్షుడు జో బైడెన్ మోదీని ప్రపంచ నాయకుడని సంబోధిస్తూ ట్వీట్ చేసాడు.,0
ఇండియా^ పాకిస్తాన్ వాఘా బోర్డర్ దగ్గర అటారి ప్రాంతంలో 360ft వైశాల్యంగల భారత జెండాని ఏర్పాటు చేసారని^ ఇది ఒక ప్రపంచ రికార్డు అని ఇంకా ఈ జెండాకి సంబంధించిన ప్రత్యేకతలు.,0
హైదరాబాద్‌లో లక్ష డబుల్‌ బెడ్‌రూమ్‌ ఇళ్లను నిర్మిస్తామని అన్నారు. డబుల్ బెడ్ రూమ్‌ల నిర్మాణానికి నగర శివారులో 600 ఎకరాలు గుర్తించినట్లు ఆయన తెలిపారు. తక్కువ ధరకు సిమెంటు,1
బహిరంగ సభ ఉంటుందని ఐజీ సంజయ్ తెలిపారు. రైతులు భారీగా హాజరయ్యే అవకాశముందని ఐజీ సంజయ్ అన్నారు.,1
‘దేశవ్యాప్తంగా ఓటును ఆధార్‌తో అనుసంధానించనున్నట్లు ప్రకటించిన కేంద్రం’.,0
10వ తరగతి తెలుగు పుస్తకాలలో జనసేన పార్టీ అధ్యక్షుడు పవన్ కళ్యాణ్ గురించి పాఠం ప్రవేశపెట్టారు.,0
కేంద్ర ప్రభుత్వం ‘PM CARES’ ఫండ్ ద్వారా రాష్ట్రాలకు జనవరి 2021 లోనే 201.58 కోట్ల రూపాయలను విడుదల చేసినా^ మెడికల్ ఆక్సిజన్ ప్లాంట్లు పెట్టడంలో విఫలమైన రాష్ట్ర ప్రభుత్వాలు.,0
01-08-2017 01:11:43,1
రేషన్ కార్డుదారులకు రాగులు పంపిణీ చేయాలని ప్రభుత్వం నిర్ణయించింది. ఈమేరకు పౌరసరఫరాల శాఖ మంత్రి కార్యాలయం మంగళవారం ఒక ప్రకటన విడుదల చేసింది. ఈ నెల నుంచి,1
దెబ్బకు బీజేపీ కకావికలమైంది. ఆ తరహా ఫలితాలే యూపీలోనూ వస్తాయని అఖిలేష్ యాదవ్ ఆశాభావం వ్యక్తం చేశారు. బీహార్‌లో బిహారీ వర్సెస్ బహారీ నినాదాం బాగా పనిచేసింది.,1
కొలంబో: శ్రీలంక స్టార్ పేసర్ లసిత్ మలింగ సంచలన నిర్ణయం తీసుకోబోతున్నాడు. భారత్‌తో వన్డే సిరీస్ ముగిశాక భవిష్యత్తుపై ప్రకటన చేస్తానని పేర్కొన్నాడు. సోమవారంతో 34వ ఏటలోకి అడుగుపెట్టిన మలింగ గురువారం భారత్‌తో జరిగిన నాలుగో వన్డేలో జట్టుకు కెప్టెన్సీ బాధ్యతలు  చేపట్టాడు.,1
సెల్‌ఫోన్‌ల మధ్య మొక్కజొన్నలు పెడితే రేడియేషన్‌కు అవి పాప్‌కార్న్ అయ్యాయి.,0
టోక్యో ఒలింపిక్స్‌లో భారత క్రీడాకారులు చేసిన ఆదివాసీ డాన్స్ వీడియో.,0
కేంద్ర ప్రభుత్వం తీసుకొచ్చిన కొత్త వ్యవసాయ చట్టాలకు వ్యతిరేకంగా ఢిల్లీలో నిరసన తెలుపుతున్న రైతులపై పోలీసులు భాష్ప వాయువు ప్రయోగించిన ఫోటో.,0
క్వార్టర్స్‌లో భారత్‌,1
ఉందని నెల ముందు తెలుసు.,1
ఇటీవల హైదరాబాద్ లో కురుస్తున్న వర్షాలకు చేపలు ఇంట్లోకి కొట్టుకు వచ్చిన వీడియో.,0
వీడియోలోని ప్రసంగంలో ఆమ్ ఆద్మీ పార్టీ (ఆప్) ఎమ్మెల్యే అమానతుల్లా ఖాన్ ‘అల్లాహ్ దయతో ఈ దేశం షరియా దేశం కాబోతుంది’ అని అన్నాడు.,0
న్యూఢిల్లీ: డిజిటల్ చెల్లింపులను ప్రోత్సహించేందుకు రైల్వే శాఖ మరో బంపర్ ఆఫర్ ప్రకటించింది. ఇప్పటి వరకు రైల్వే టిక్కెట్లకు ఇస్తున్న రాయితీని క్యాటరింగ్ సేవలకు విస్తరించాలని నిర్ణయించింది.,1
ఆక్సిజన్ సిలిండర్ల బదులు ఖాళీ నెబ్యులైజర్ మెషిన్ల ద్వార ఆక్సిజన్ సదుపాయం పొందవచ్చు.,0
నీరందించే పరిస్థితి లేకుండాపోయింది. గత ఏడాది పూర్తిగా వర్షాలు కురవకపోవడంతో ప్రాజెక్టులో నీరు రాక ఆయకట్టు అంతా బీళ్ళు పెట్టుకోవాల్సిన పరిస్థితి. సుమారు 14సంవత్సరాల,1
మహమ్మద్ ప్రవక్తని ఫ్రాన్స్ ప్రెసిడెంట్ ఇమ్మాన్యుయెల్‌ మాక్రాన్ కించపరిచినందుకు సుడాన్ లోని ఫ్రాన్స్ ఎంబసీని సుడాన్ ప్రజలు తగలబెట్టిన వీడియో.ఫాక్ట్(నిజం): ఈ వీడియో 2012లో సుడాన్ లో ఒక సినిమాలో మొహమ్మద్ ప్రవక్తని కించపరిచడాన్ని వ్యతిరేకిస్తూ సుడాన్ లో ఆందోళనకారులు బ్రిటన్^ అమెరికా మరియు జర్మనీ రాయబార కార్యాలయాలను ముట్టడించిన సందర్భంలో జర్మనీ ఎంబసీకి ఆందోళనకారులు నిప్పంటించినప్పటిది. ఈ వీడియోకి ఇప్పుడు ఫ్రాన్స్ ప్రెసిడెంట్ ఇస్లాంపై చేసిన వ్యాఖ్యలకు వ్యతిరేకంగా జరుగుతున్న నిరసనలకు ఎటువంటి సంబంధంలేదు. కావున పోస్టు ద్వారా చెప్పేది తప్పు.,0
క్లెయిమ్: ఈ నెల 25 నుండి ప్రారంభమయ్యే ఇంటర్ మొదటి సంవత్సరం పరీక్షలని వాయిదా వెయ్యాలని ఆరోగ్య మంత్రి ఈటెల రాజేందర్ ప్రభుత్వాన్ని హెచ్చరించారు.,0
క్లెయిమ్: కోవిడ్-19 వాక్సినేషన్ ఫీడ్‌బాక్ పేరుతో 912250041117 నుండి వస్తున్న ఫోన్ కాల్స్ ప్రజల ఫోన్లని హ్యాక్ చేస్తున్నాయి.,0
రైనా సిక్సర్‌తో గాయపడినా.. మళ్లీ మ్యాచ్ కోసం..,1
రాసినట్టు సదరు ఆర్టికల్ కింద ఉంది. టీమిండియా కెప్టెన్ విరాట్ కోహ్లీని డొనాల్డ్ ట్రంప్‌తో పోల్చుతూ ఆస్ట్రేలియా మీడియా ఇటీవల దుమ్మెత్తి పోసిన సంగతి తెలిసిందే. ప్రకాశం జిల్లాలో బీఈడీపరీక్షల్లో కాపీయింగ్‌ జోరుగానే కొనసాగుతున్నది. కొన్ని కేంద్రాల్లో కాపీయింగ్‌ను నిరోధించేందుకు ప్రయత్నించగా విద్యార్థులు ఎదురుతిరిగారు! కంభంలోని ఓ పరీక్షా,1
రెండు అండర్ పాస్ లలో వస్తున్న ట్రక్^ బస్సులపై నుండి ఒక కార్ దూకుతూ రోడ్డు అవతలి వైపుకు చేరుకున్న వీడియో.,0
ప్రతినిధులతో ట్రంప్‌ ఫొటోలు దిగుతున్న సమయంలో కాన్వె బూట్లతో సోఫాలో నిర్లక్ష్యంగా కూర్చోవడం ఇప్పుడు విమర్శల పాలవుతోంది. సోషల్‌ మీడియాలో చక్కర్లు కొడుతున్న ఈ,1
క్లెయిమ్ (దావా):  పంజాబ్ లో అత్యాచారానికి గురై^ హత్య చేయబడిన మహిళా పోలీస్ కానిస్టేబుల్ ఫోటోలు.ఫాక్ట్ (నిజం): ఫోటోల్లో ఉన్న మహిళా పోలీస్ కానిస్టేబుల్ ఒక రోడ్డు ప్రమాదంలో మరణించింది. తను యాక్టివా మీద వెళ్తుండగా మహీంద్రా స్కార్పియో తన వాహనాన్ని ఢీ కొట్టింది. తను అక్కడే మరణించింది. కావున పోస్ట్ లో చెప్పింది తప్పు.,0
ప్రధాని నరేంద్ర మోదీ ప్రస్తుత అమెరికా పర్యటనకు సంబంధించిన విజువల్స్.,0
కేరళలో రాహుల్ గాంధీ ప్రాతినిధ్యం వహిస్తున్న వాయనాడ్ ప్రాంతంలో పాలస్తీనాకి అనుకూలంగా జరిగిన నిరసనలకి సంబంధించిన వీడియో.,0
బ్రిటిష్‌ సంస్థను కొనుగోలు చేసిన టీవీఎస్‌ లాజిస్టిక్స్‌,1
తీసుకొస్తానని మాటిచ్చారు. ఆదివారం నాంపల్లిలోని రాష్ట్ర బీజేపీ కార్యాలయంలో తెలంగాణ ప్రాంత ఉపాధ్యాయ సంఘం ఆధ్వర్యంలో ముద్రించిన నూతన సంవత్సరం 2017 క్యాలెండర్‌ను,1
భారత్ వెటరన్‌ డబుల్స్‌ ఆటగాడు లియాండర్‌ పేస్‌ ఈ సీజన్‌లో రెండో చాలెంజర్‌ స్థాయి టైటిల్‌ గెలిచాడు. శనివారం రాత్రి జరిగిన తలహసీ చాలెంజర్‌ పురుషుల డబుల్స్‌ ఫైనల్లో టాప్‌ సీడ్‌,1
చిత్రీకరణ జరుగుతోంది. ‘‘రామాయణంలో హనుమంతుడి పాత్ర ఎంతటి ప్రాధాన్యం కలిగి ఉంటుందో.. సమాజంలో పోలీస్‌ పాత్ర కూడా అలాంటిదే. అటువంటి పాత్రను ‘నక్షత్రం’లో ఎలా,1
‘బాపట్ల’లో కొత్త వరి వంగడాలు,1
statement,0
సౌదీ అరేబియా ప్రభుత్వం ఫ్రాన్స్ వస్తువులను ఎడారిలో విసిరేస్తున్న వీడియో.ఫాక్ట్ (నిజం): పోస్టులో షేర్ చేసిన ఆ వీడియో పాతది. వీడియోలో కనిపిస్తున్న ట్రక్కుల నుంచి విసేరేస్తున్నది నిల్వ చేసిన చికెన్ కార్టన్లు^ ఫ్రాన్స్ దేశంలో తయారయిన వస్తువులు కాదు. 2016 లో కుళ్ళిపోయి ఉన్న 8 లక్షల చికెన్ కార్టన్లని అల్-ఖాసిం మునిసిపల్ కార్పొరేషన్ ఎడారిలో విసిరేస్తున్న దృశ్యం ఇది. ఈ వీడియోకి^ ఇటివల ఫ్రాన్స్ దేశానికి వ్యతిరేకంగా ముస్లిం దేశాలు చేస్తున్న నిరసనలకి ఎటువంటి సంబంధం లేదు. కావున^ పోస్టులో చేస్తున్న క్లెయిమ్ తప్పు.,0
‘‘గొప్ప వార్త’’ అని జైట్లీ పేర్కొన్నారు. ప్రధాని మోదీ ప్రసంగంతో తమ ప్రభుత్వ లక్ష్యం ప్రజా సంక్షేమమే పరమావధి అనేది మరోసారి స్పష్టమైందని హోంమంత్రి రాజ్‌నాథ్‌సింగ్‌,1
నేషనల్‌ కంపెనీ లా అప్పిలేట్‌ ట్రిబ్యునల్‌ (ఎన్‌సిఎల్‌ఎటి)ను ఆశ్రయించాయి. ఇందుకోసం ఈ సంస్థలు ఫైల్‌ చేసిన పిటిషన్‌ను ముంబైలోని నేషనల్‌ కంపెనీ లా ట్రిబ్యునల్‌ (ఎన్‌సిఎల్‌టి),1
పొద్దున్నే లేచి పేపర్ తిరగేసినా.. న్యూస్ ఛానల్ పెట్టి న్యూస్ చూసినా.. మనకు దేనికి సంబంధించిన న్యూస్ ఉన్నా లేకున్నా యాక్సిడెంట్‌కి సంబంధించిన న్యూస్ మాత్రం తప్పక ఉంటుంది. అసలు దీనికి ముఖ్య కారణమేంటి? అంతలా యాక్సిడెంట్స్ ఎందుకు జరుగుతున్నాయి.. అంటే మెయిన్ రీజన్.. తాగి వాహనం నడపడం. శైలజ అనే యువతి నేను నా వెల్ఫీలో యాక్సిడెంట్లపై తన అభిప్రాయం మనతో పంచుకుంది. ఓ లుక్కేద్దామా!,1
క్లెయిమ్ 1: జామియా యూనివర్సిటీ దగ్గర జరిగిన కాల్పుల్లో చేతికి గాయమైన వ్యక్తి మరియు తాజాగా రిలీజ్ చేసిన 15 డిసెంబర్ 2019 జామియా లైబ్రరీ సీసీటీవీ ఫుటేజ్ లోని వ్యక్తి ఒక్కడే.,0
మోదీ సాధించిన దౌత్య విజయం – UN పెండింగ్ లిస్ట్ నుండి కాశ్మీర్ అంశం పూర్తిగా తొలిగించబడింది.,0
అయోధ్యలో నిర్మించబోయే రామ మందిరం యొక్క ప్రతిపాదిత డిజైన్.,0
లంచం ఇచ్చిన వారికి 7 సంవత్సరాలు^ లంచం తీసుకున్న వారికి 35 సంవత్సరాలు జైలు శిక్ష.,0
